name,line
Mel0n,instead of going to that shit place why not go to a good restaurant and pass from the asian market and get a box of gochujang which is really spicy instead
giannakisftw,so i need a pc now
Kahlan,"today 4, yester i was 2"
Mel0n,I do but I enjoy the concept
Mel0n,or clear the cache
Nodtriel,"Sounds like an excuse, if you need a doctor you go no matter what, get in a wheel chair and have someone take you"
Mel0n,enjoying a nice song today https://www.youtube.com/watch?v=e6sBECDG0MU
Nodtriel,https://www.youtube.com/watch?v=VI2zT7olew4
Nodtriel,"SCP has a unity remake we should play that next time we come over to Helen's place, it looks good."
giannakisftw,some one was smoking wierd shits... xD
Mel0n,yiam
Mel0n,Let's watch it at my place
Almond™ of the day.,SHE LEFT VAG STANK ON ME.
Kahlan,https://www.facebook.com/MuseumofOsteology/posts/2848529498533383
Almond™ of the day.,"I did slip like that once, on ice."
Almond™ of the day.,https://tenor.com/view/mind-blown-amazed-explosion-space-omg-gif-10279314
Almond™ of the day.,"Also, damn, they are good."
milkypaws,Currently looking at this one but not finalised
giannakisftw,duh!?!?!?!
Mel0n,tu
Kahlan,so you are getting work
Mel0n,<:bonk:755409585841504358>
Kahlan,"https://www.furaffinity.net/view/7860227/
found him i think, 8 years ago"
Almond™ of the day.,"I have one numb, frozen finger."
Mel0n,this video is sponsored by raid shadow legends
giannakisftw,its not like its gonna get u more than 15m xD
Turok,Oh wow!
Nodtriel,FIRED!
Con,i didn't know asking a question counts as being a judgmental prick
Meldanen ( ͡° ͜ʖ ͡°),👀
Con,They'll probably tell us if we need to
Con,$w
Con,<:eqeqeq:534427246488977418>
Con,is he actually on vacation or is he just taking a break from using the pc?
giannakisftw,"nothing to see here, just an other ordinary day in indonesia"
Almond™ of the day.,<:eqeqeq:534427246488977418>
Almond™ of the day.,<:owo:651525613257228288>
Kahlan,I almost died myself once when i was younger cos i didn't believe it was that slippery
Nodtriel,If that was my dream it would probably be became we are escaping some Cthulu apocalypse
giannakisftw,"||appsteen didnt kill hymnself||
am i suppose to ||know some one named *appsteen*||"
milkypaws,But the actual combat was clanky and just bad..
giannakisftw,i didnt knew food could look so cute
Mel0n,https://www.facebook.com/theironkeychannel/videos/338392780171200
Kahlan,Aren't there ambidex scissors?
Almond™ of the day.,What shall I have for dinner?
Meldanen ( ͡° ͜ʖ ͡°),Well?
Turok,Dark // Hero
Nodtriel,"@G Xoxo🌷:) 
Might and Magic Chess Royale?"
giannakisftw,Reset the gane?
Nodtriel,"Treehouse! 
You can actually buy player housing up here"
Turok,Put their hairs in its butt
Nodtriel,zonkis
Almond™ of the day.,"Ever since eating sushi in Japan, I am never jelly."
giannakisftw,that one
Mel0n,we're playing dota
Almond™ of the day.,It looks like a Greenfinch
Mel0n,this wasn't an argument
Kahlan,"the ""real"" cosplayer"
Con,it's free until. not woah
Nodtriel,:P
Meldanen ( ͡° ͜ʖ ͡°),"You can not hide, I see you! There is no life, after me. Only death!"
Con,"Also called agriokanarino in cypriot, I think"
giannakisftw,oh fuck....
Nodtriel,https://www.youtube.com/watch?v=Rc5-0ZQ5Uj4
Mel0n,@xdo go 🥥
Mel0n,cause they taste the best
Nodtriel,same
Meldanen ( ͡° ͜ʖ ͡°),😢
milkypaws,i will PM you the key :3
Con,i guess that explains all those falling teeth dreams 😂
Con,<:bonk:755409585841504358>
Con,$w
Con,Nope
Meldanen ( ͡° ͜ʖ ͡°),Woah
Mel0n,https://tenor.com/view/shocker-finger-pp-wee-penis-gif-14426466
Turok,There is no way you can win with one move like that
Mel0n,i can do taht
Almond™ of the day.,"Yes, I understand everything about this game. That video gave away too much."
Mel0n,Roullis was demanding to go towards ginko and aftiou instead of chanel
giannakisftw,neverland! 0.o
giannakisftw,https://giphy.com/gifs/reaction-47zXx8V8Y7amj7AO7m
giannakisftw,yea thats what i was thinking
Nodtriel,alright
Almond™ of the day.,When you haven't had the V in so long you start dreaming about the D
Almond™ of the day.,It's private 😉
Mel0n,i was a cesarian
Con,"but they don't count, since they are multiple entities"
giannakisftw,savage xD
Nodtriel,<:Conwow:544573576460894218>
giannakisftw,"her face is like: pls mum, i really dont want to wear this one"
Meldanen ( ͡° ͜ʖ ͡°),erkome. Isos en eshi masherka 🤔
Con,it might have been a male ant
Mel0n,Tlc is that trashy channel with honey booboo
Almond™ of the day.,"Apparently it helps with constipation too, so maybe I'll take a few and see how I go."
Almond™ of the day.,https://youtu.be/Ohg8bsJwO7A Oh no.
Kahlan,"ah, 600 pound life shits"
Almond™ of the day.,<:luv:589353176692555800>
Meldanen ( ͡° ͜ʖ ͡°),should just get rid of the other half as well
giannakisftw,rofl
Mel0n,what is you in anime form?
Nodtriel,"Its a Shonen, yeah the characters will always get more powerful"
Mel0n,learn fast walk
Mel0n,pappis? yes.
Almond™ of the day.,https://9gag.com/gag/aXgD29b
Mel0n,hue
Mel0n,https://www.youtube.com/watch?v=0t0uCWjQ6Og
Mel0n,stop being a judgemental prick
Nodtriel,@xdo go 🥥 @G Xoxo🌷:) we pleh spooks tonite?
Kahlan,Let's ban him for clickbait
Con,"yes, witcher 3 xD"
giannakisftw,(meat? )
Con,https://tenor.com/view/duel-star-wars-flame-fire-darth-vader-gif-7971806
Almond™ of the day.,I don't think I've ever had an effortless flying dream.
giannakisftw,he is mega gabrando!
Mel0n,it's the story sib read to us while we were in platres
Mel0n,tu
Mel0n,boku no pico my ass
Meldanen ( ͡° ͜ʖ ͡°),<:wisenakis:567381264638672931>
Mel0n,yeah i noticed that too
Turok,Spooky Vaginosis
Mel0n,so fridays-like
Almond™ of the day.,...
Con,"no, that's another one 😂"
Nodtriel,I think you'd like the Minstrel class
Mel0n,and i got a new case
Mel0n,30ish
Almond™ of the day.,eating
Nodtriel,Eves death is never mentioned in the bible <:wisenakis:567381264638672931>
Mel0n,yes but that makes it non low budget
Con,play of monsters and men little talks
Meldanen ( ͡° ͜ʖ ͡°),-play https://www.youtube.com/watch?v=XNWferBsNCw
Con,Just run and heal
giannakisftw,wanna play dot ainstead?
Nodtriel,"There was one that was creepy but not as good as ted the caver, ill try to find it"
Meldanen ( ͡° ͜ʖ ͡°),SEND
Turok,y
milkypaws,Yes
giannakisftw,I dont have headphones/ hands-free  pou enonounte me to tablet. I dont like the idea of joining vc and every one in the house hearing
Almond™ of the day.,Same.
giannakisftw,"oh, u naive woman..."
Almond™ of the day.,That they are.
Con,**YOU DIED**
Con,also bonus smol kotoulles
Con,i wish i had more chesecak
Almond™ of the day.,Don't they always
Mel0n,https://cypruscomiccon.org/artist-katerina-pantela/
Mel0n,400 ZAR is £20
Almond™ of the day.,Pengions.
milkypaws,@Slot 🍓  happy birbday con
Almond™ of the day.,Is it tho
milkypaws,never watched it either
Con,"I wouldn't call once every 2-3 years, drinking <:eqeqeq:534427246488977418>"
Mel0n,good luck
Mel0n,<:ket:535205017897140224>
Almond™ of the day.,Do you know if they will make another season?
giannakisftw,OH GOD poor AI trying to pronounce my typos xD
giannakisftw,"i played a game- epia na pekso malphite full ap bot. i end up with a yasuo anti adc,  enemy bot itan zed urgot xD"
Nodtriel,https://namemc.com/profile/ibiq.1
giannakisftw,THE MEMES!!!!!!
Meldanen ( ͡° ͜ʖ ͡°),Agglia pais apla supermarket 😩
Almond™ of the day.,They didn't.
Con,oh!
Mel0n,how half assed can you be to make a spelling error in a 10 word meme
Almond™ of the day.,That guy replied to my email about the changes I couldn't see...at half two on Sunday morning. 👌
Meldanen ( ͡° ͜ʖ ͡°),;;bonk
Con,ugh i got headache 😦
Con,DC needs to get their shit together <:eqeqeq:534427246488977418>
Con,yeah
giannakisftw,"we were at a friends place, doing a little party. an other friend brough his laptop ( he pirated it few weeks ago )"
Nodtriel,"@Slot 🍓 
https://www.webtoons.com/en/challenge/scoob-and-shag/list?title_no=210827&page=1"
Almond™ of the day.,https://screenrant.com/valheim-user-builds-star-wars-at-at-to-protect-their-base/
Mel0n,I threw it outside but I think it was mauled
Kahlan,Work. Graveyard shift <:luv:589353176692555800>
Mel0n,kiri is in her box on the balcony meowing loudly
Almond™ of the day.,<:eqeqeq:534427246488977418>
giannakisftw,https://giphy.com/gifs/puppies-pomeranian-frog-gif-9gBB9jiWkt33y
Nodtriel,happy now boob police?
Mel0n,i hate yellow and green
giannakisftw,@Slot 🍓
Con,Gamora
giannakisftw,"i am not sure if the joke here is that we dont go out now days, or  sarcasm for not having fantasy at all"
giannakisftw,never had any!
Mel0n,noo
Almond™ of the day.,solid 5/7
Mel0n,Wtf
Nodtriel,Woah
milkypaws,The good life?
Con,"what, you think the business of the company is more important than a song contest?"
Almond™ of the day.,It's like we merged and then that new person split into 2 other people
giannakisftw,indians*
Almond™ of the day.,<:hue:559379418028441617>
Nodtriel,Yay Ginko <3
Nodtriel,yup sounds likes steak price
Con,honestly even if the vacation was just staying in the castle it would still be enjoyable
Nodtriel,"As long as you are playing it as a single player game and don't want to be competitive it should be good
Much like ESO"
giannakisftw,xD
Con,yes
Con,"i lose 3 kgs in a few hours, 3 times a week"
Almond™ of the day.,As well as pins and stickers
Mel0n,https://japantoday.com/category/picture-of-the-day/no-rush-hour?
Almond™ of the day.,So generous <:luv:589353176692555800>
milkypaws,waiting for him to let us know
Mel0n,THEY'RE SUCH CUTIES
Nodtriel,"Had a dream last night that i was back in high school, the students were the same but the location was different, hard to explain but it was as if it was a huge yard with multiple rooms. 
Now what was cool was that I had Talyn in my dream, my living ship from No Man's Sky and I could summon him and communicate telepathically. 
It was apparently the second week and for some reason I missed the first week of school where we had to pick between two classes
Iron Manipulation (as in smelting and stuff) and Plant Studies. 
I go to the school reception (copy-paste from irl), and I tell them that i missed last week what do I do? They say no matter what you want to get into Plant Studies. In my dream I apparently wanted to be a herbalist or something when I grow up so I really wanted to get in to the Plant Studies class anyway. 
I get there and the teacher is some short older crazy lady, I tell her I want to join and she takes me to take some test to determine what class I need to do. Worth noting that most students were in this class.
Just before I woke up I found out that the test was to put you in the opposite class of what you would prefer to do."
Mel0n,<:urieiru:534427197218357248>
Meldanen ( ͡° ͜ʖ ͡°),-play tainted love
Almond™ of the day.,He looks so silky soft
giannakisftw,Dogos <3
giannakisftw,watch your tone sibl! dont piss it off  0.o
Meldanen ( ͡° ͜ʖ ͡°),how can anything beat a well made animation about a guy that wants to bake the best bread?
Almond™ of the day.,What fancy ladies.
Con,"Viego single-handedly broke the entire game, no wonder he's called ruined king <:eqeqeq:534427246488977418> 
https://www.youtube.com/watch?v=c3Kl3lhywh0"
giannakisftw,jesus
Con,can be*
giannakisftw,no buts
Mel0n,hoe u wanna dieee?
Almond™ of the day.,You're the one calling things weird looking!
Mel0n,i have
Almond™ of the day.,<:kiri:536137596774907905>
Kahlan,<:eqeqeq:534427246488977418>
giannakisftw,Wanna make u all jelly in 4 words?
Mel0n,silly doggo
Meldanen ( ͡° ͜ʖ ͡°),Woah
Meldanen ( ͡° ͜ʖ ͡°),Idiot's guide to SKASE
Con,https://www.boredpanda.com/baby-adult-birds-comparison/?utm_source=facebook&utm_medium=social&utm_content=stickybar&fbclid=IwAR3CH80Tta1hQCVRDnKhqlPMDBDyCqtjX4HlKt59OOtmD3nomksC3IESWLE
giannakisftw,"staying idle on my bed under the green camo-wearing, staring at the screen"
giannakisftw,location is irelevant with our convo
Meldanen ( ͡° ͜ʖ ͡°),I just remember you were interested in learning how to code at some point
Almond™ of the day.,20-40 minutes wasted every morning.
Con,y0s! it's getting better!
Almond™ of the day.,I believe in you.
Con,hecc
Con,yes
giannakisftw,Sounds good to me xD <:eqeqeq:534427246488977418>
Kahlan,https://www.boredpanda.com/funny-dogs-stung-by-bees/?utm_source=facebook&utm_medium=social&utm_campaign=BPFacebook&fbclid=IwAR0BjpEzqG5Ao4i6uslk6zfs05YefvJZaGmePnblrjREtZzJmu2CZOBQ8E8
Mel0n,<:uwu:534426569423323147>
Kahlan,"""this is actual blood, human too! I've been bleeding myself a little bit every day and freezing it to splash on my costume"""
Con,And many other ap
giannakisftw,"nintendo: we created the perfect little world, most family friendly enviroment, 0 toxicity. in nintendo there is only love to share, and simply its impossible to be toxic in any of our games...
this guy: hold my beer
https://www.youtube.com/watch?v=6P_zAj8xYPA"
giannakisftw,i like see through sleeves. i find them cute
giannakisftw,@Lady Sibling of Cheesehampton 🧀
Almond™ of the day.,a
milkypaws,"it is, but oh so satisfying  😄 great game"
Mel0n,i changed my pc setup so i need to use both mice for different things
milkypaws,Hahahaha
Mel0n,the rest is split equally
Meldanen ( ͡° ͜ʖ ͡°),"> [please note I have made absolutely no attempts to even remotely understand his posts]
@Lady Sibling of Cheesehampton 🧀 It references a popular greek song"
Mel0n,have a probably very long meetingi na bit
Mel0n,oh yeh i've seen bits of the one you posted crystal
Almond™ of the day.,I imagined that as you getting caught in your pooh
Almond™ of the day.,"""They are also lying to you about how many people are working on this, so you might as well just pay a freelancer to do it all."""
Mel0n,here
Almond™ of the day.,the
Almond™ of the day.,I think you can just go ahead and call that premature death.
Meldanen ( ͡° ͜ʖ ͡°),lel
milkypaws,i would rather pay a one-time fee
Nodtriel,https://www.youtube.com/watch?v=os1SA2ZpVdE
milkypaws,slots will be very limited and pre-reserved
Mel0n,<:PEOPS:610036329467740160>
Mel0n,I misread
Mel0n,https://www.youtube.com/watch?v=kd7KC3PaEaA
Nodtriel,Yay
Mel0n,whhite marble countertops and bathhroom stuff
giannakisftw,i am glad i woke up from that shit..... 0.o creeped the shit out of me....
giannakisftw,i got it once again at killconut ~50
Kahlan,Yeah they have that style kinda
giannakisftw,"anw, sorry :/"
Almond™ of the day.,Dynamic action scenes.
giannakisftw,guys we calling it
Con,https://www.youtube.com/watch?v=OpbJ0Xcp-rc
giannakisftw,"literally, i didnt even brough money with me :3"
milkypaws,andreas is probably doing 6 players on the big table
Almond™ of the day.,God of mathematics and ancestral guilt is wonderful.
Kahlan,Story cont
Nodtriel,@A 🍍
Kahlan,https://tenor.com/view/judge-judy-time-hurry-come-on-times-up-gif-7242002
Mel0n,<:ket:535205017897140224>
Con,"lol please, if i did that i'd have defeated him a billion times and still not get that drop"
Almond™ of the day.,Is anyone having issues with Chrome today? Mine isn't loading anything. Edge works fine though.
Kahlan,Yes
milkypaws,https://www.ergodotisi.com/en/JobDetails/134132/New-Road
giannakisftw,how did u not comment on that??? xD
Con,yeah it was ted the caver
Mel0n,wat
Kahlan,EVEN THE MODEL LOOKS FED UP
Nodtriel,"I would honestly very much recommend you try out Scoob and Shag the tone changes A LOT when the story actually kicks in, its pretty good

https://www.webtoons.com/en/challenge/scoob-and-shag/list?title_no=210827"
giannakisftw,"yea, from my exp any actual good job oportunity is not advertise, but its mouth to mouth"
Kahlan,"they also tell us ""finish an interaction in 4 minutes or disciplinary action will be taken""
And with the next breath ""take your time to make sure you pass the customer through their security questions, take time listen to the customer, sympathize and make sure you understand their problem and explain to them carefully what you will do and what their next steps are"""
